sequence,unit_id,corpus,model,protocol,seed,outer_fold,n_outer_folds,n_fit,n_validation,n_outer_test,manifest_sha256,cache_sha256,outer_fold_sha256,inner_split_path,inner_split_sha256
970,cremad__resnet_se__loso__s2__f046,cremad,resnet_se,loso,2,46,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,bf3fd8b2f9a987cadd6cab2a18f2a6f1379cc14adbd25feb5a87839f26792334,splits/inner/cremad/loso/fold_046_seed_2.npz,da43a194058e7254c382228bf457341c1272debcb24d86053e566251e35c18dc
971,cremad__resnet_se__loso__s2__f047,cremad,resnet_se,loso,2,47,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,4ee9e3e30b0c4162636262ecc4603e6f6daa11d9985a187efdbe5cebc0ffed34,splits/inner/cremad/loso/fold_047_seed_2.npz,341aeb3e0e12520e09783f71223bb282af1c2b6899df8e8eed758f1fac7dbd4d
972,cremad__resnet_se__loso__s2__f048,cremad,resnet_se,loso,2,48,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,a4e8bf69457db5c195b56a7037249677485431fef8355c45f7df3f841d29997f,splits/inner/cremad/loso/fold_048_seed_2.npz,6319a836f17e0575b5c25862d57525c77eec35c6969a1f952386f57a8524619f
973,cremad__resnet_se__loso__s2__f049,cremad,resnet_se,loso,2,49,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,a71ed54e9d2da08f3b7343fc6ff53b79823f0f8af70c357158bb84438375b571,splits/inner/cremad/loso/fold_049_seed_2.npz,6f5016f6d380e961fb0fadeb5bc078175830a9b359149278358e3a5148bb5a7f
974,cremad__resnet_se__loso__s2__f050,cremad,resnet_se,loso,2,50,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,753ec0d4c63727ee441d8c30619f38673110dc40ea9dda8e0a8620de301064c0,splits/inner/cremad/loso/fold_050_seed_2.npz,4e6c8cc38504f3640395aff19db4a8602ca791db357e80a10588f9c71668f2d9
975,cremad__resnet_se__loso__s2__f051,cremad,resnet_se,loso,2,51,91,5488,1872,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,fd5cdff14151b987a37844274c3e9a888d3614de61828b0545723e5fdfb1bfa4,splits/inner/cremad/loso/fold_051_seed_2.npz,d01ed5476d509b513171b59b12ce2e5d0b96d6a5cd0208dc281a012862303df7
976,cremad__resnet_se__loso__s2__f052,cremad,resnet_se,loso,2,52,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,a446b8c109f6a669619ac0f4d0ed3331c80ac69f0b8e9cf24d34660fdaa2539c,splits/inner/cremad/loso/fold_052_seed_2.npz,61e55e00a637b22ba1fae417750989b0440684232c7e0f68f04fb3672027110c
977,cremad__resnet_se__loso__s2__f053,cremad,resnet_se,loso,2,53,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,d28464fc40b3eb9662a3c5d249527403f964450fa728ec28206a8776a2521b50,splits/inner/cremad/loso/fold_053_seed_2.npz,99188075e28a8282658b6b338a5444defac094ed35cbd84f516181a162abc718
978,cremad__resnet_se__loso__s2__f054,cremad,resnet_se,loso,2,54,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,68c6cbe40414321eaaecc4123cd52869920038e5ca90c370ed052656a53101d2,splits/inner/cremad/loso/fold_054_seed_2.npz,76dc1f162eaf7260515ffa5d70c1edb0e415aba5264a99f7a2ca165cdae57da9
979,cremad__resnet_se__loso__s2__f055,cremad,resnet_se,loso,2,55,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,019d2aa4643e7f05308689d0249c347bc1fdd7696f24c8ff9af59da6816e2648,splits/inner/cremad/loso/fold_055_seed_2.npz,e3275260bbd10a09c7f016be9b97da31b557e0a7072a7101cd7e341916813163
980,cremad__resnet_se__loso__s2__f056,cremad,resnet_se,loso,2,56,91,5487,1873,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,aadaa8eddd37b02ed8701f875f98dc2a0e4773991dfab4fa8608324725f52e59,splits/inner/cremad/loso/fold_056_seed_2.npz,e68c5e465e69a159238815687ec4c84a116c700594859119fdd6621f11ce8068
981,cremad__resnet_se__loso__s2__f057,cremad,resnet_se,loso,2,57,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,12f4701d92cc850b7f117249e3a840e0c890f148733e9d57c311828a8443abbc,splits/inner/cremad/loso/fold_057_seed_2.npz,5839231dce7a4a200382b213cc1213d843555033e57175df19390447599bd57b
982,cremad__resnet_se__loso__s2__f058,cremad,resnet_se,loso,2,58,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,e0c126ca5680dad2e86dbe8f1b040dc2c30461ddb54802a273648fc17b8c76b4,splits/inner/cremad/loso/fold_058_seed_2.npz,62b2b8a24d91029f0942be6cca4fc5a7d5a9d0d9ca00537e857ee15ff2583f99
983,cremad__resnet_se__loso__s2__f059,cremad,resnet_se,loso,2,59,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,61c0604646bf210641c9249de745ecad0eabdcf2a5775d001f2a98724d944af9,splits/inner/cremad/loso/fold_059_seed_2.npz,5a1e10dfc660eaa0f139ffcca5e0bc185aa8dd4766c4fae0a7c847769fdfe127
984,cremad__resnet_se__loso__s2__f060,cremad,resnet_se,loso,2,60,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,f5fbf4dcca14d8906b626ebf3b0985e3cc853eed65d003165fefaa76cd152d2f,splits/inner/cremad/loso/fold_060_seed_2.npz,e06744f12946ceea648e9b7d9a20bcda023a31e15e055212e11fc695d46daa66
985,cremad__resnet_se__loso__s2__f061,cremad,resnet_se,loso,2,61,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,d20138c076a4d9d8240d462748cb787c76ae6f006ac5fe24cb9d78337e08367f,splits/inner/cremad/loso/fold_061_seed_2.npz,c63d1cc276a13ba1f0faa68e038f4e8766c974079e5f3d569961f3f0b87da93a
986,cremad__resnet_se__loso__s2__f062,cremad,resnet_se,loso,2,62,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,43a144633bb35dc65d0acd72e0372a1856327ecf1f61816136d5fd765c49d38f,splits/inner/cremad/loso/fold_062_seed_2.npz,b15fec7fcf809cddadcf8500a320424c9ef225dc273ed3a960100c2c61a9b465
987,cremad__resnet_se__loso__s2__f063,cremad,resnet_se,loso,2,63,91,5486,1874,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,04fd790d0c59be6271973cc2bfb6341248cee916315f68e30a1bef4a613d776b,splits/inner/cremad/loso/fold_063_seed_2.npz,387abb24fd7456c54a0a8d8b2a4af450ce300fe6be771966f323e89415aa304b
988,cremad__resnet_se__loso__s2__f064,cremad,resnet_se,loso,2,64,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,090310d451032f0eb0ec292c5b985f831b0ada639d3cacba258589bf32c23921,splits/inner/cremad/loso/fold_064_seed_2.npz,91e9c720d999b2d2b28c091df76432cc2bd62ef5ea7691f13f17ae7bcabbd69c
989,cremad__resnet_se__loso__s2__f065,cremad,resnet_se,loso,2,65,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,bdebc64ebcc0c8ee0b1778f36e160393ddf2ce994eff4d935b996a3fcd3f132d,splits/inner/cremad/loso/fold_065_seed_2.npz,1c90e75b6e07f5ca625ce870b708aa357e2026cd61f6e65d858d6689f1dc3192
990,cremad__resnet_se__loso__s2__f066,cremad,resnet_se,loso,2,66,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,47d3f27cf710ad8ccd9cafeb1042648e4f26209471ab3b7877d0a0561d63830c,splits/inner/cremad/loso/fold_066_seed_2.npz,217b2773ca5180afe11b48a4a430c5ae4ad717afbb478aa5d89d2ca7413da54b
991,cremad__resnet_se__loso__s2__f067,cremad,resnet_se,loso,2,67,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,f0be0cee1af0f7dfee194f002163c33f0129876e8a4df69ee3c6dbed44fc65bb,splits/inner/cremad/loso/fold_067_seed_2.npz,f841519e6a9c0c783f4f1f38dea82de3b3ba9c27afa43cafe4da2ef0708a9a28
992,cremad__resnet_se__loso__s2__f068,cremad,resnet_se,loso,2,68,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,a5c1b276808833e9a14334765783df1c8a86959979073d5155fd97b39de72081,splits/inner/cremad/loso/fold_068_seed_2.npz,c15d7d78efe859d8945a83277fde92d1e8b46a81cdc9d55c35eddbd2fc32adb9
993,cremad__resnet_se__loso__s2__f069,cremad,resnet_se,loso,2,69,91,5476,1884,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,6350f72e7cb52bd1ec1c9651c32a80f822ac74d358ceec4d075fd4b3b5bac834,splits/inner/cremad/loso/fold_069_seed_2.npz,e65a419af6ed4ae7dc80dd7b229219c816bd1017dde3104b7fa62d836bd68e4b
994,cremad__resnet_se__loso__s2__f070,cremad,resnet_se,loso,2,70,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,1b6218a815491dda57840134641451434dd9099591dde0ac745bf8b6b8c04c9e,splits/inner/cremad/loso/fold_070_seed_2.npz,aa81a31de3a476918d9daec3163521fffd4679b2b19b11d372e4c668297ebd41
995,cremad__resnet_se__loso__s2__f071,cremad,resnet_se,loso,2,71,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,e00a948a08e86bbdde98d77c27016f3d2dfed1135b28a7d289ec676ad472bbb4,splits/inner/cremad/loso/fold_071_seed_2.npz,9dee0d8541e3e8da2dbdc18f5f00c08f2c3c8c82d4c8071b4aee0adae0638fc2
996,cremad__resnet_se__loso__s2__f072,cremad,resnet_se,loso,2,72,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,ba9b6ff1ea3a598d3397c7909d6196d349da889e0af9d5b07046eb93ebfc51c3,splits/inner/cremad/loso/fold_072_seed_2.npz,5f866ec5ae419d8adab3c4c52771079c9271fc134689dfbd50476b6a1ea54079
997,cremad__resnet_se__loso__s2__f073,cremad,resnet_se,loso,2,73,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,5ca2bc5dc99b909c4c95ae5fab0f90943522ad89be2d0c54aac259a04d2a3e22,splits/inner/cremad/loso/fold_073_seed_2.npz,9166d1f69fcf9420727c6f5d12c4988434224e1fc8879a06f581b2a1af76fd42
998,cremad__resnet_se__loso__s2__f074,cremad,resnet_se,loso,2,74,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,780eff354232a4d333ee44a52fd12178dc4bce5ba1b869859e986b86bd8235ef,splits/inner/cremad/loso/fold_074_seed_2.npz,2762a539a9d2116289d84dd7002fa6cebd34bf5a0870f7abf2748cdd765014b6
999,cremad__resnet_se__loso__s2__f075,cremad,resnet_se,loso,2,75,91,5481,1880,81,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,5cf530a602e5b9da69c4b06660a9ee0416ab0c3f52a05430b53b27ae9d33be31,splits/inner/cremad/loso/fold_075_seed_2.npz,c4d5237a2682c50c9785ac604bfcff7756901895e3aee18186c1a7cefe830336
1000,cremad__resnet_se__loso__s2__f076,cremad,resnet_se,loso,2,76,91,5487,1873,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,dc5f5c9ed308d63f97301eeeaaefcaae22ea769d5646f7485d614160b57d9fc7,splits/inner/cremad/loso/fold_076_seed_2.npz,a76765bae24595eaada0624d5485107330d5710f7f40969083e966b800a2d5a1
1001,cremad__resnet_se__loso__s2__f077,cremad,resnet_se,loso,2,77,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,bf0275c6fb27d640a501ebd0764737ccf14dbab60c80d17a9a026e47f6eb1711,splits/inner/cremad/loso/fold_077_seed_2.npz,328a429142becd58a7589ba9d6f29f729b574bd0e773b242fa54a6938999e79c
1002,cremad__resnet_se__loso__s2__f078,cremad,resnet_se,loso,2,78,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,c9ebdf24606d4b8fe6e587bedde46bcba6763a6a91f840d77c8b50f74846910f,splits/inner/cremad/loso/fold_078_seed_2.npz,913e738c376addf69b8afe546ccb6cf05ff7554ff84a51ad0a7240c78122480b
1003,cremad__resnet_se__loso__s2__f079,cremad,resnet_se,loso,2,79,91,5482,1878,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,b0b16a5cba8034df0d30fd419f974afcd32c339debbdbdff1583003940a5ca61,splits/inner/cremad/loso/fold_079_seed_2.npz,3e3bf7d475ae9b73c85c41fe904ccaf10cb8b059e2eccdc7d558f2b44c07d131
1004,cremad__resnet_se__loso__s2__f080,cremad,resnet_se,loso,2,80,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,f69686a3f947d3702f517275580df8179f7d132a5ad5dcf7a2a28c54c342fb9d,splits/inner/cremad/loso/fold_080_seed_2.npz,2d6b96af8b9dcd76fc7495e40bb841b629fedfcce43e18c8b558c32adfdfeb92
1005,cremad__resnet_se__loso__s2__f081,cremad,resnet_se,loso,2,81,91,5476,1884,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,76ad0e4de6a36f8213881821f99884acedf5a407eb3d245af26d2da35363e018,splits/inner/cremad/loso/fold_081_seed_2.npz,cb9b8bb769acdeb83267e7622361023cce2acf89259bde05d027598d354ba4ab
1006,cremad__resnet_se__loso__s2__f082,cremad,resnet_se,loso,2,82,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,2675b60e38166851f71ee4fa0dd06e96800206e6f50b9bfd468eebfed2570199,splits/inner/cremad/loso/fold_082_seed_2.npz,fe23e5c8e967a80e515d963eadc70661594a589b1aefc1e6a7eac06f32e5cccb
1007,cremad__resnet_se__loso__s2__f083,cremad,resnet_se,loso,2,83,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,b08fda45c428a43dd456604c95da19a3fed664b83379fd66d89036893bddfd25,splits/inner/cremad/loso/fold_083_seed_2.npz,4590eef41d4e68559e8cb043b4fdf4f78f2a75ad5d987f7a9cfccba7e640ad9a
1008,cremad__resnet_se__loso__s2__f084,cremad,resnet_se,loso,2,84,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,fbc4110475f2ff30f7e227fe8ef52f2ade4f4d0fe9bbe705929e78f291f1c4e2,splits/inner/cremad/loso/fold_084_seed_2.npz,4a962f61478709d1d35dbb10654e6dde621ceaa3a70c7e5e89e43e5ca44ae8b6
1009,cremad__resnet_se__loso__s2__f085,cremad,resnet_se,loso,2,85,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,dee9e914bdc10c3ab032b6b1c54fe232ca01602b5ab9df04f42be415a5d3d38d,splits/inner/cremad/loso/fold_085_seed_2.npz,446920770dfdd43a4e4eac5557b702f3113a9d57dcf992406eb2de4ec0e25b7f
1010,cremad__resnet_se__loso__s2__f086,cremad,resnet_se,loso,2,86,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,67299a142b61eaae77b965a0e64dbf6fdbc85567d7c161031fec180e7fbc5786,splits/inner/cremad/loso/fold_086_seed_2.npz,8156f2bfa9987170a82a8569ec1f37d9ecb29fd1f336c9a376c20bea79bd60a0
1011,cremad__resnet_se__loso__s2__f087,cremad,resnet_se,loso,2,87,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,c7d655ceefba80978f6d4ad0e3f594adc547e538a8736f9526b03d8f6e5669fd,splits/inner/cremad/loso/fold_087_seed_2.npz,b684c671f1804cc867aa77a5446a4ef9a7eadd1678a34485cc287b44ecc2e860
1012,cremad__resnet_se__loso__s2__f088,cremad,resnet_se,loso,2,88,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,1ef109b27766911e3f24febf40ec71a9fd66a82ac9844e794f2e1d4ec193210f,splits/inner/cremad/loso/fold_088_seed_2.npz,eefd0cdae7663c4c47bbb943e68fb53199931bef1ec82fa5caa23995150f5bda
1013,cremad__resnet_se__loso__s2__f089,cremad,resnet_se,loso,2,89,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,d321639617d9d051c7a392faf37992cbc883a68ff407146a9f421cfe4dc98280,splits/inner/cremad/loso/fold_089_seed_2.npz,d0152cbd882d2ef2e9156d363ea0bc3e43dd5717fc7464931017793950682b87
1014,cremad__resnet_se__loso__s2__f090,cremad,resnet_se,loso,2,90,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,67a6365dc0efd998ff9261fc7e9a8587293f46b6b1ff16c0d2574766ac2f0a1d,splits/inner/cremad/loso/fold_090_seed_2.npz,45a1b1486a8fa6348a1d1e8123a29e7e0a516136f75f2b782b34acff956d1400
1015,cremad__transformer__random__s0__f000,cremad,transformer,random,0,0,5,4464,1489,1489,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,b81131d4a58a0afa1f709210c2ac98b28d52c26535e82cf3c92e444cf924f4e3,splits/inner/cremad/random/fold_000_seed_0.npz,6805403b50337f7a62935b6fd4464030e66094e3b283616fce63a6f91865e306
1016,cremad__transformer__random__s0__f001,cremad,transformer,random,0,1,5,4464,1489,1489,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,bdcd7e02bf04b58e57753606ad84a1498241a2100b47ab8701b82a567937b4b4,splits/inner/cremad/random/fold_001_seed_0.npz,291f3d68e54fa30f184106343d151243c31aeeb8e0b2184fe4a2d894cedf965c
1017,cremad__transformer__random__s0__f002,cremad,transformer,random,0,2,5,4465,1489,1488,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,6fe423d70f44fb928ea069be02605baeb27ed1bafd9906ae7cff70ab53eebc27,splits/inner/cremad/random/fold_002_seed_0.npz,9baf6c2ef10a675e0e2103efecf7e2fdbf6c348a45048e1159ceb7040b583ada
1018,cremad__transformer__random__s0__f003,cremad,transformer,random,0,3,5,4465,1489,1488,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,93556c5b78315ce4f190f91c51594598eb06a963dde1cfc9fbf5af3ed7e32808,splits/inner/cremad/random/fold_003_seed_0.npz,3771aa697f8334fc8c434af3e53841647bd4ab40416d682e13cec6f060791db6
1019,cremad__transformer__random__s0__f004,cremad,transformer,random,0,4,5,4465,1489,1488,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,10554ec3091ab00fb9bd7d2bb63942c7a861c8e08819db41320c34400a797167,splits/inner/cremad/random/fold_004_seed_0.npz,871879b1174cc8dc6f404d74a27134c6d0c8a98b9577adde9f1f84a6367f2669
1020,cremad__transformer__random__s1__f000,cremad,transformer,random,1,0,5,4464,1489,1489,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,b81131d4a58a0afa1f709210c2ac98b28d52c26535e82cf3c92e444cf924f4e3,splits/inner/cremad/random/fold_000_seed_1.npz,8a7fb48af74f711bc4852f84f837a29b702b74cac8b496c65e92b8ec73e64dc3
1021,cremad__transformer__random__s1__f001,cremad,transformer,random,1,1,5,4464,1489,1489,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,bdcd7e02bf04b58e57753606ad84a1498241a2100b47ab8701b82a567937b4b4,splits/inner/cremad/random/fold_001_seed_1.npz,50db7d0b8ff03eb488d1431902c5062e2b3c6b338f1bd96a6d9f6207fb0cfa89
1022,cremad__transformer__random__s1__f002,cremad,transformer,random,1,2,5,4465,1489,1488,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,6fe423d70f44fb928ea069be02605baeb27ed1bafd9906ae7cff70ab53eebc27,splits/inner/cremad/random/fold_002_seed_1.npz,73705352d7f52ed5fce92d9ec4e7efa028926353348d217c9f8493c4895c49e5
1023,cremad__transformer__random__s1__f003,cremad,transformer,random,1,3,5,4465,1489,1488,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,93556c5b78315ce4f190f91c51594598eb06a963dde1cfc9fbf5af3ed7e32808,splits/inner/cremad/random/fold_003_seed_1.npz,03161b6b406b7675dcf54d2ad5427b24d87c7e83dde5b7fd8da4e174868bc914
1024,cremad__transformer__random__s1__f004,cremad,transformer,random,1,4,5,4465,1489,1488,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,10554ec3091ab00fb9bd7d2bb63942c7a861c8e08819db41320c34400a797167,splits/inner/cremad/random/fold_004_seed_1.npz,6dd761f1d09c2f6a178bf221dccba518b372fb466fd64dca2706f234ff0c3313
1025,cremad__transformer__random__s2__f000,cremad,transformer,random,2,0,5,4464,1489,1489,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,b81131d4a58a0afa1f709210c2ac98b28d52c26535e82cf3c92e444cf924f4e3,splits/inner/cremad/random/fold_000_seed_2.npz,1eb6d5f095037167a8f473af1a0798c198cc821abe3feab7331e2ee334830e0b
